"","zip","gross_income","num_dependents","adj_gross_income","total_income_returns","total_income_amount","agi_salaries_wages_returns","agi_salaries_wages_amount","farm_returns","unemployment_compensation_returns","unemployment_compensation_amount","state_local_income_tax_returns","state_local_income_tax_amount","state_local_general_sales_returns","state_local_general_sales_amount","real_estate_returns","real_estate_amount","taxes_paid_returns","taxes_paid_amount","taxable_income_returns","taxable_income_amount","child_tax_credit_returns","child_tax_credit_amount","total_tax_payments_returns","total_tax_payments_amount","tax_due_at_filing_returns","tax_due_at_filing_amount","overpayments_refunded_returns","overpayments_refunded_amount"
"2204",37848,"$100,000 under $200,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2205",37848,"$200,000 or more",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2206",37849,"Total",7620,614467,11780,621979,9920,472956,90,360,1102,90,306,2050,4715,2200,3157,2370,8384,9240,403011,2220,2896,11350,86048,2000,5722,9380,25589
"2207",37849,"$1 under $25,000",1740,52882,4320,53782,3390,39581,30,130,390,0,0,150,174,150,192,190,376,1900,11192,100,34,3990,8270,360,300,3730,6655
"2208",37849,"$25,000 under $50,000",1940,102888,2800,104127,2390,83429,0,100,306,0,0,330,446,370,401,410,879,2690,52162,680,637,2750,14098,390,588,2380,8294
"2209",37849,"$50,000 under $75,000",1410,112945,1830,114152,1590,87856,30,50,130,50,105,420,773,430,531,480,1362,1820,71851,620,976,1800,12347,370,784,1420,3830
"2210",37849,"$75,000 under $100,000",1090,109720,1270,110891,1120,85509,0,40,136,0,0,410,957,450,619,470,1666,1270,77692,470,771,1260,13056,300,848,940,3070
"2211",37849,"$100,000 under $200,000",1250,177076,1360,178717,1250,137659,30,40,140,40,201,610,1823,660,1072,680,3076,1360,138460,350,478,1360,25182,480,1785,830,3007
"2212",37849,"$200,000 or more",190,58956,200,60310,180,38922,0,0,0,0,0,130,542,140,342,140,1025,200,51654,0,0,190,13095,100,1417,80,733
"2213",37852,"Total",680,28115,860,28272,720,22874,30,70,190,0,0,60,101,50,67,80,199,560,14197,170,203,810,3814,100,122,740,2017
"2214",37852,"$1 under $25,000",280,5371,430,5422,330,3992,0,30,108,0,0,0,0,0,0,0,0,140,847,0,0,400,1056,30,26,380,901
"2215",37852,"$25,000 under $50,000",190,8516,240,8574,220,7261,30,40,82,0,0,40,52,30,39,50,118,230,3860,90,68,230,1050,40,42,200,646
"2216",37852,"$50,000 under $75,000",110,6639,110,6687,100,5724,0,0,0,0,0,0,0,0,0,0,0,110,3996,50,76,110,724,30,54,100,268
"2217",37852,"$75,000 under $100,000",80,4094,50,4094,50,3617,0,0,0,0,0,20,49,20,28,30,81,50,2643,30,59,50,427,0,0,60,202
"2218",37852,"$100,000 under $200,000",20,3495,30,3495,20,2280,0,0,0,0,0,0,0,0,0,0,0,30,2851,0,0,20,557,0,0,0,0
"2219",37852,"$200,000 or more",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2220",37853,"Total",1000,75180,1650,75908,1390,56544,40,50,117,0,0,210,479,220,373,240,1068,1180,47629,230,254,1590,11250,210,658,1370,3528
"2221",37853,"$1 under $25,000",350,9312,740,9463,590,7416,0,0,0,0,0,0,0,0,0,0,0,300,1669,20,7,690,1601,40,31,660,1341
"2222",37853,"$25,000 under $50,000",320,14805,420,14914,370,12192,0,50,117,0,0,60,68,50,60,60,133,390,7214,100,82,410,1827,40,33,370,1047
"2223",37853,"$50,000 under $75,000",150,13101,220,13173,190,10060,0,0,0,0,0,40,70,40,39,40,117,220,8287,60,89,220,1430,40,66,170,458
"2224",37853,"$75,000 under $100,000",70,9559,110,9651,100,7024,40,0,0,0,0,30,77,40,60,40,154,110,6878,50,76,110,1115,30,90,80,249
"2225",37853,"$100,000 under $200,000",80,17459,130,17763,120,12035,0,0,0,0,0,80,264,90,214,80,366,130,13725,0,0,130,2604,60,438,90,433
"2226",37853,"$200,000 or more",30,10944,30,10944,20,7817,0,0,0,0,0,0,0,0,0,20,298,30,9856,0,0,30,2673,0,0,0,0
"2227",37854,"Total",3140,211679,4980,213850,4120,156797,110,250,799,50,239,480,1202,520,1131,580,2674,3490,129014,730,847,4790,30864,620,1960,4210,11654
"2228",37854,"$1 under $25,000",1300,29279,2320,29687,1810,22090,40,110,319,0,0,40,37,40,48,50,124,880,5172,70,20,2160,5536,140,109,2060,4677
"2229",37854,"$25,000 under $50,000",810,44204,1240,44484,1050,34123,0,80,274,0,0,90,120,90,113,100,249,1200,21275,290,265,1220,5346,130,165,1100,3079
"2230",37854,"$50,000 under $75,000",480,39092,640,39380,560,30463,30,30,96,30,81,100,223,110,226,130,500,630,24586,190,300,630,4369,120,239,510,1539
"2231",37854,"$75,000 under $100,000",270,33051,380,33255,340,24697,40,30,110,0,0,80,184,90,171,100,396,380,23805,120,180,380,4071,80,203,290,1032
"2232",37854,"$100,000 under $200,000",240,44922,340,45377,310,32105,0,0,0,20,158,130,449,140,339,150,879,340,35572,60,82,340,6709,120,450,220,943
"2233",37854,"$200,000 or more",40,21131,60,21667,50,13319,0,0,0,0,0,40,189,50,234,50,526,60,18604,0,0,60,4833,30,794,30,384
"2234",37857,"Total",5300,315540,8040,318649,6530,234314,450,330,906,70,325,710,1364,740,1309,850,3066,5440,184204,1310,1579,7680,45955,920,2641,6840,19073
"2235",37857,"$1 under $25,000",2140,45999,3770,46679,2800,32699,130,150,295,0,0,90,92,80,110,100,210,1270,6911,120,39,3480,8929,250,195,3310,7538
"2236",37857,"$25,000 under $50,000",1450,75405,2100,75891,1810,60486,130,90,325,0,0,150,202,140,184,180,410,2010,35781,520,481,2060,9365,210,305,1870,5655
"2237",37857,"$50,000 under $75,000",870,69639,1140,70138,1010,54858,100,50,123,30,68,180,320,180,266,210,626,1130,43964,370,585,1130,7983,200,404,930,2939
"2238",37857,"$75,000 under $100,000",450,49752,580,50052,510,37717,40,20,60,0,0,130,269,140,227,150,548,580,35432,200,321,570,6068,110,305,460,1611
"2239",37857,"$100,000 under $200,000",350,49447,390,50050,350,34501,50,20,103,40,257,130,366,160,333,170,845,390,38760,100,153,380,7213,120,763,270,1330
"2240",37857,"$200,000 or more",40,25298,60,25839,50,14053,0,0,0,0,0,30,115,40,189,40,427,60,23356,0,0,60,6397,30,669,0,0
"2241",37860,"Total",1220,81528,1790,82267,1560,65439,90,70,226,0,0,220,510,240,264,260,828,1380,50127,410,503,1730,10831,220,635,1510,4061
"2242",37860,"$1 under $25,000",300,8656,690,8791,540,6592,30,40,142,0,0,0,0,0,0,0,0,290,1645,20,6,630,1473,50,36,600,1209
"2243",37860,"$25,000 under $50,000",320,16938,460,17071,430,14427,30,0,0,0,0,60,80,60,66,70,156,450,8551,140,130,460,2068,40,43,420,1154
"2244",37860,"$50,000 under $75,000",250,18874,300,19065,270,15526,0,30,84,0,0,50,91,50,46,60,144,300,12011,120,161,300,2173,60,119,240,757
"2245",37860,"$75,000 under $100,000",210,16058,190,16122,180,13418,30,0,0,0,0,40,98,50,48,50,155,190,11224,90,152,190,1886,30,87,150,558
"2246",37860,"$100,000 under $200,000",140,21002,150,21218,140,15476,0,0,0,0,0,70,241,80,104,80,373,150,16696,40,54,150,3231,40,350,100,383
"2247",37860,"$200,000 or more",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2248",37861,"Total",2170,133487,3200,135474,2630,100534,350,150,446,30,120,300,705,310,506,360,1424,2220,79286,580,671,3040,19013,420,1194,2660,7271
"2249",37861,"$1 under $25,000",800,16791,1410,17123,1060,12185,100,60,155,0,0,0,0,0,0,30,52,470,2531,40,14,1290,3002,120,100,1210,2547
"2250",37861,"$25,000 under $50,000",630,30398,840,30819,730,24495,90,50,174,0,0,90,117,80,86,80,173,800,13984,220,194,820,3694,90,162,730,2187
"2251",37861,"$50,000 under $75,000",380,29160,470,29475,430,23940,70,40,117,0,0,60,138,60,84,70,236,470,18364,170,236,470,3309,70,198,400,1228
"2252",37861,"$75,000 under $100,000",220,22985,270,23294,240,17868,50,0,0,30,120,60,128,70,91,70,265,270,16293,100,155,260,2758,70,181,200,753
"2253",37861,"$100,000 under $200,000",140,22534,180,23144,150,15660,40,0,0,0,0,90,322,80,164,90,463,180,17619,50,72,170,3265,70,553,120,556
"2254",37861,"$200,000 or more",0,11619,30,11619,20,6386,0,0,0,0,0,0,0,20,81,20,235,30,10495,0,0,30,2985,0,0,0,0
"2255",37862,"Total",6640,411891,9940,418181,8150,265328,80,640,1506,110,706,1170,2614,1210,2001,1370,5426,6860,248392,1390,1370,9390,61459,1550,7002,7930,20701
"2256",37862,"$1 under $25,000",2740,65476,5070,66429,4090,51456,20,360,802,0,0,170,184,160,241,200,454,2100,11947,180,53,4650,10789,450,365,4350,9049
"2257",37862,"$25,000 under $50,000",2450,91054,2580,92133,2230,72066,40,170,411,40,78,240,348,250,287,280,681,2470,41195,690,543,2500,10613,360,631,2180,6354
"2258",37862,"$50,000 under $75,000",630,62284,1020,63058,840,43188,0,70,182,0,0,210,387,210,243,250,689,1020,39675,270,393,1000,6626,260,666,730,1972
"2259",37862,"$75,000 under $100,000",410,50556,590,51227,460,31911,20,40,111,20,54,200,482,210,300,230,849,590,35552,170,274,570,5724,180,714,380,1348
"2260",37862,"$100,000 under $200,000",330,67746,510,69058,410,38253,0,0,0,20,105,250,692,260,497,280,1307,510,53111,80,107,510,9742,210,1531,250,1062
"2261",37862,"$200,000 or more",80,74775,170,76276,120,28454,0,0,0,30,469,100,521,120,433,130,1446,170,66912,0,0,160,17965,90,3095,40,916
"2262",37863,"Total",2810,104748,3340,106084,2930,76806,0,230,527,0,0,210,411,200,264,250,781,2130,52539,450,371,3200,15592,400,1435,2840,7519
"2263",37863,"$1 under $25,000",1280,25713,1960,26042,1710,22212,0,140,266,0,0,30,28,30,27,40,73,800,4473,80,25,1860,4470,130,101,1770,3861
"2264",37863,"$25,000 under $50,000",1230,30912,910,31167,840,26525,0,60,160,0,0,40,55,40,39,50,97,860,12720,270,208,890,3711,110,186,790,2592
"2265",37863,"$50,000 under $75,000",160,14306,240,14463,200,10813,0,30,101,0,0,50,105,40,53,60,170,240,8954,60,80,230,1497,60,181,170,456
"2266",37863,"$75,000 under $100,000",80,9051,110,9181,90,6124,0,0,0,0,0,30,56,30,34,30,129,110,6274,40,58,100,942,40,209,60,225
"2267",37863,"$100,000 under $200,000",60,13180,100,13645,90,11132,0,0,0,0,0,60,167,60,111,70,312,100,10400,0,0,100,1867,60,758,50,385
"2268",37863,"$200,000 or more",0,11586,20,11586,0,0,0,0,0,0,0,0,0,0,0,0,0,20,9718,0,0,20,3105,0,0,0,0
"2269",37865,"Total",5640,470356,9850,476819,8220,343423,160,420,1082,70,281,1490,3356,1540,1874,1720,5719,7510,297252,1700,2116,9400,62135,1590,5080,7880,18937
"2270",37865,"$1 under $25,000",1350,49192,3980,50111,3090,36275,50,170,392,0,0,130,126,120,120,160,266,1740,10017,110,37,3640,7377,320,249,3410,5846
"2271",37865,"$25,000 under $50,000",1540,87668,2420,88830,2090,70334,30,110,283,20,32,270,386,270,270,320,709,2330,42737,590,551,2370,10084,320,463,2070,5429
"2272",37865,"$50,000 under $75,000",1140,90824,1470,91732,1290,69794,30,80,192,20,53,290,556,310,353,350,983,1470,56651,500,776,1450,9609,320,610,1130,3198
"2273",37865,"$75,000 under $100,000",710,79959,930,80811,820,60751,20,30,98,0,0,290,664,300,319,320,1012,930,56834,290,471,910,9293,230,710,670,2110
"2274",37865,"$100,000 under $200,000",780,118553,920,119944,820,86573,30,30,117,30,196,430,1257,450,616,480,2014,910,92616,210,281,910,16521,330,1643,560,1961
"2275",37865,"$200,000 or more",120,44160,130,45391,110,19696,0,0,0,0,0,80,367,90,196,90,735,130,38397,0,0,120,9251,70,1405,40,393
"2276",37866,"Total",380,35966,700,36569,530,20237,60,30,100,0,0,100,255,120,284,130,633,500,23302,90,106,670,4824,130,370,520,1417
"2277",37866,"$1 under $25,000",140,3577,290,3674,210,2286,40,0,0,0,0,0,0,0,0,0,0,100,561,0,0,260,588,30,24,240,475
"2278",37866,"$25,000 under $50,000",120,6950,190,7065,160,4883,0,30,100,0,0,30,44,30,43,40,104,180,3171,50,48,190,799,40,63,150,454
"2279",37866,"$50,000 under $75,000",60,6054,100,6054,70,3573,20,0,0,0,0,20,46,20,37,20,83,100,3849,40,58,100,665,30,69,70,220
"2280",37866,"$75,000 under $100,000",40,5334,60,5416,40,2979,0,0,0,0,0,20,48,30,68,30,132,60,3722,0,0,60,607,0,0,40,155
"2281",37866,"$100,000 under $200,000",20,14051,60,14360,50,6516,0,0,0,0,0,30,117,40,136,40,314,60,11999,0,0,60,2165,30,214,20,113
"2282",37866,"$200,000 or more",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2283",37869,"Total",1260,54508,1700,55032,1360,41994,220,70,193,0,0,80,129,70,89,100,268,1060,28157,270,306,1600,7853,190,418,1430,4266
"2284",37869,"$1 under $25,000",610,11094,900,11278,660,8302,70,30,66,0,0,0,0,0,0,0,0,290,1632,30,10,820,2458,60,52,780,2088
"2285",37869,"$25,000 under $50,000",360,15884,450,16049,390,12684,60,40,127,0,0,30,27,0,0,30,54,420,7239,120,103,440,2033,50,79,390,1271
"2286",37869,"$50,000 under $75,000",160,11538,190,11619,170,9776,40,0,0,0,0,20,35,40,41,30,59,190,7235,70,114,190,1364,30,59,160,536
"2287",37869,"$75,000 under $100,000",90,8201,100,8266,90,6586,30,0,0,0,0,30,67,30,48,40,155,100,5838,50,79,90,978,20,71,70,269
"2288",37869,"$100,000 under $200,000",40,7791,60,7820,50,4646,20,0,0,0,0,0,0,0,0,0,0,60,6213,0,0,60,1020,30,157,30,102
"2289",37869,"$200,000 or more",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2290",37870,"Total",950,59142,1530,59876,1220,42640,130,100,327,30,163,130,283,160,230,180,755,1030,33599,230,271,1460,7963,220,532,1260,3379
"2291",37870,"$1 under $25,000",370,9109,730,9284,520,6339,50,40,161,0,0,0,0,0,0,0,0,240,1426,0,0,670,1639,70,49,620,1357
"2292",37870,"$25,000 under $50,000",290,14330,390,14541,340,11144,30,30,83,0,0,50,65,50,49,60,131,380,6666,120,102,380,1729,50,94,340,1028
