"","zip","primary_city","county","area_codes","latitude","longitude","irs_estimated_population_2014","total_population"
"537",37766,"La Follette","campbell county",423,36.37,-84.12,12810,27710
"538",37819,"Newcomb","campbell county",423,36.54,-84.2,430,27710
"539",38232,"Hornbeak","obion county",731,36.33,-89.29,1580,26466
"540",38240,"Obion","obion county",NA,36.26,-89.19,1660,26466
"541",38253,"Rives","obion county",731,36.35,-89.04,910,26466
"542",38254,"Samburg","obion county",731,36.38,-89.35,190,26466
"543",38257,"South Fulton","obion county",731,36.49,-88.88,3730,26466
"544",38260,"Troy","obion county",731,36.33,-89.16,3450,26466
"545",38261,"Union City","obion county",731,36.42,-89.05,14080,26466
"546",38271,"Woodland Mills","obion county",731,36.47,-89.11,142,26466
"547",38281,"Union City","obion county",731,36.42,-89.05,724,26466
"548",38222,"Buchanan","henry county",731,36.42,-88.17,2150,26462
"549",38223,"Como","henry county",731,36.28,-88.5,62,26462
"550",38224,"Cottage Grove","henry county",731,36.37,-88.47,840,26462
"551",38231,"Henry","henry county",731,36.2,-88.41,1470,26462
"552",38236,"Mansfield","henry county",731,36.18,-88.28,580,26462
"553",38242,"Paris","henry county",731,36.3,-88.3,16510,26462
"554",38251,"Puryear","henry county",731,36.44,-88.33,2340,26462
"555",38256,"Springville","henry county",731,36.25,-88.15,2510,26462
"556",37707,"Arthur","claiborne county",423,36.54,-83.67,327,26209
"557",37715,"Clairfield","claiborne county",423,36.54,-83.95,620,26209
"558",37724,"Cumberland Gap","claiborne county",423,36.55,-83.71,1600,26209
"559",37730,"Eagan","claiborne county",423,36.55,-83.98,131,26209
"560",37752,"Harrogate","claiborne county",423,36.56,-83.54,4870,26209
"561",37773,"Lone Mountain","claiborne county",423,36.38,-83.58,28,26209
"562",37824,"New Tazewell","claiborne county",423,36.43,-83.6,2101,26209
"563",37825,"New Tazewell","claiborne county",423,36.43,-83.6,5490,26209
"564",37851,"Pruden","claiborne county",423,36.58,-83.91,42,26209
"565",37867,"Shawanee","claiborne county",423,36.57,-83.55,90,26209
"566",37870,"Speedwell","claiborne county",423,36.47,-83.81,3180,26209
"567",37879,"Tazewell","claiborne county",423,36.45,-83.57,7730,26209
"568",38201,"Mc Kenzie","carroll county",731,36.13,-88.51,7760,25734
"569",38220,"Atwood","carroll county",731,35.97,-88.67,1560,25734
"570",38235,"Mc Lemoresville","carroll county",731,35.99,-88.56,304,25734
"571",38258,"Trezevant","carroll county",731,36.01,-88.62,1180,25734
"572",38317,"Bruceton","carroll county",731,36.03,-88.24,1930,25734
"573",38318,"Buena Vista","carroll county",731,35.98,-88.28,380,25734
"574",38321,"Cedar Grove","carroll county",731,35.81,-88.6,2080,25734
"575",38324,"Clarksburg","carroll county",731,35.87,-88.38,190,25734
"576",38342,"Hollow Rock","carroll county",731,36.03,-88.27,1150,25734
"577",38344,"Huntingdon","carroll county",731,36,-88.41,7290,25734
"578",38348,"Lavinia","carroll county",731,35.86,-88.64,790,25734
"579",38387,"Westport","carroll county",731,35.88,-88.29,340,25734
"580",38390,"Yuma","carroll county",731,35.86,-88.37,780,25734
"581",38449,"Ardmore","giles county",931,35.04,-86.82,2580,23948
"582",38455,"Elkton","giles county",931,35.04,-86.89,428,23948
"583",38460,"Goodspring","giles county",931,35.12,-87.14,1170,23948
"584",38472,"Lynnville","giles county",931,35.37,-87,2260,23948
"585",38473,"Minor Hill","giles county",931,35.03,-87.17,850,23948
"586",38477,"Prospect","giles county",931,35.05,-87,2130,23948
"587",38478,"Pulaski","giles county",931,35.19,-87.03,14530,23948
"588",38225,"Dresden","weakley county",731,36.27,-88.69,4940,23837
"589",38226,"Dukedom","weakley county",731,36.47,-88.66,280,23837
"590",38229,"Gleason","weakley county",731,36.21,-88.61,2350,23837
"591",38230,"Greenfield","weakley county",731,36.15,-88.8,2830,23837
"592",38237,"Martin","weakley county",731,36.34,-88.85,10940,23837
"593",38238,"Martin","weakley county",731,36.34,-88.85,37,23837
"594",38241,"Palmersville","weakley county",731,36.41,-88.58,610,23837
"595",38255,"Sharon","weakley county",731,36.23,-88.82,1850,23837
"596",38328,"Darden","henderson county",731,35.63,-88.23,720,23440
"597",38345,"Huron","henderson county",731,35.58,-88.5,1660,23440
"598",38351,"Lexington","henderson county",731,35.65,-88.39,15410,23440
"599",38368,"Reagan","henderson county",NA,35.51,-88.35,1590,23440
"600",38371,"Sardis","henderson county",731,35.44,-88.29,1030,23440
"601",38374,"Scotts Hill","henderson county",731,35.51,-88.23,1620,23440
"602",38388,"Wildersville","henderson county",731,35.78,-88.36,1410,23440
"603",38310,"Adamsville","mcnairy county",731,35.23,-88.38,4740,23090
"604",38315,"Bethel Springs","mcnairy county",731,35.23,-88.6,2830,23090
"605",38334,"Finger","mcnairy county",731,35.35,-88.61,1520,23090
"606",38339,"Guys","mcnairy county",731,35.05,-88.52,570,23090
"607",38357,"Michie","mcnairy county",731,35.06,-88.42,2280,23090
"608",38359,"Milledgeville","mcnairy county",731,35.37,-88.36,230,23090
"609",38367,"Ramer","mcnairy county",731,35.07,-88.61,2280,23090
"610",38375,"Selmer","mcnairy county",731,35.17,-88.59,7560,23090
"611",38379,"Stantonville","mcnairy county",731,35.15,-88.42,1080,23090
"612",38393,"Chewalla","mcnairy county",731,35.02,-88.67,0,23090
"613",38559,"Doyle","white county",931,35.85,-85.51,1080,22670
"614",38579,"Quebeck","white county",931,35.84,-85.55,820,22670
"615",38583,"Sparta","white county",931,35.93,-85.47,19750,22670
"616",38587,"Walling","white county",931,35.85,-85.62,1020,22670
"617",37340,"Guild","marion county",423,35.03,-85.52,530,22570
"618",37347,"Jasper","marion county",423,35.05,-85.62,7020,22570
"619",37374,"Sequatchie","marion county",423,35.19,-85.66,1330,22570
"620",37380,"South Pittsburg","marion county",423,35.01,-85.71,5490,22570
"621",37396,"Whiteside","marion county",423,35.01,-85.5,330,22570
"622",37397,"Whitwell","marion county",423,35.2,-85.51,7870,22570
"623",38037,"Gates","lauderdale county",NA,35.83,-89.4,1430,21040
"624",38040,"Halls","lauderdale county",731,35.88,-89.4,4290,21040
"625",38041,"Henning","lauderdale county",731,35.67,-89.57,1990,21040
"626",38063,"Ripley","lauderdale county",731,35.74,-89.53,13330,21040
"627",38008,"Bolivar","hardeman county",731,35.26,-88.99,7950,20520
"628",38039,"Grand Junction","hardeman county",731901,35.04,-89.18,1780,20520
"629",38042,"Hickory Valley","hardeman county",901,35.15,-89.12,660,20520
"630",38044,"Hornsby","hardeman county",731,35.22,-88.83,720,20520
"631",38052,"Middleton","hardeman county",731,35.06,-88.89,3250,20520
"632",38061,"Pocahontas","hardeman county",731,35.05,-88.81,750,20520
"633",38067,"Saulsbury","hardeman county",731901,35.04,-89.08,990,20520
"634",38075,"Whiteville","hardeman county",731901,35.32,-89.14,3140,20520
"635",38377,"Silerton","hardeman county",731,35.34,-88.8,0,20520
"636",38381,"Toone","hardeman county",731,35.35,-88.95,1280,20520
"637",37708,"Bean Station","grainger county",865,36.34,-83.28,5430,19550
"638",37709,"Blaine","grainger county",865,36.14,-83.69,3250,19550
"639",37848,"Powder Springs","grainger county",865,36.24,-83.66,250,19550
"640",37861,"Rutledge","grainger county",865,36.27,-83.52,6800,19550
"641",37881,"Thorn Hill","grainger county",NA,36.35,-83.41,1620,19550
"642",37888,"Washburn","grainger county",865,36.31,-83.59,2200,19550
"643",37025,"Bon Aqua","hickman county",615,35.94,-87.34,5400,19180
"644",37033,"Centerville","hickman county",931,35.79,-87.44,6110,19180
"645",37098,"Lyles","hickman county",615931,35.87,-87.32,4550,19180
"646",37137,"Nunnelly","hickman county",931,35.89,-87.52,2140,19180
"647",37140,"Only","hickman county",931,35.87,-87.65,120,19180
"648",38454,"Duck River","hickman county",931,35.71,-87.35,860,19180
"649",38326,"Counce","hardin county",731,35.03,-88.29,1990,19115
"650",38327,"Crump","hardin county",731,35.23,-88.32,460,19115
"651",38361,"Morris Chapel","hardin county",731,35.31,-88.35,830,19115
"652",38365,"Pickwick Dam","hardin county",731,35.05,-88.23,245,19115
"653",38370,"Saltillo","hardin county",731,35.37,-88.21,510,19115
"654",38372,"Savannah","hardin county",731,35.22,-88.23,14290,19115
"655",38376,"Shiloh","hardin county",731,35.11,-88.36,250,19115
"656",38475,"Olivehill","hardin county",931,35.26,-88.04,540,19115
"657",37732,"Elgin","scott county",423,36.33,-84.6,277,17927
"658",37755,"Helenwood","scott county",423,36.43,-84.56,2640,17927
"659",37756,"Huntsville","scott county",423,36.41,-84.48,2220,17927
"660",37841,"Oneida","scott county",423,36.5,-84.51,7350,17927
"661",37847,"Pioneer","scott county",NA,36.46,-84.29,2070,17927
"662",37852,"Robbins","scott county",423,36.32,-84.57,1880,17927
"663",37892,"Winfield","scott county",423,36.56,-84.45,1490,17927
"664",37012,"Alexandria","dekalb county",NA,36.07,-86.03,1870,16620
"665",37059,"Dowelltown","dekalb county",615,36.01,-85.94,1320,16620
"666",37095,"Liberty","dekalb county",NA,36,-85.98,1540,16620
"667",37166,"Smithville","dekalb county",931615,35.95,-85.82,11890,16620
"668",37083,"Lafayette","macon county",615,36.52,-86.03,12290,16380
"669",37150,"Red Boiling Springs","macon county",931615,36.53,-85.85,4090,16380
"670",37078,"Hurricane Mills","humphreys county",931,35.94,-87.76,570,15830
"671",37101,"Mc Ewen","humphreys county",931,36.1,-87.63,5440,15830
"672",37134,"New Johnsonville","humphreys county",931,36.01,-87.95,2760,15830
"673",37185,"Waverly","humphreys county",931,36.09,-87.78,7060,15830
"674",37030,"Carthage","smith county",615,36.25,-85.94,5890,15500
"675",37057,"Dixon Springs","smith county",615,36.4,-86.04,680,15500
"676",37145,"Pleasant Shade","smith county",615,36.38,-85.91,1930,15500
"677",37151,"Riddleton","smith county",615,36.34,-86.03,470,15500
"678",38547,"Brush Creek","smith county",615,36.11,-86.01,1810,15500
"679",38552,"Chestnut Mound","smith county",615,36.22,-85.81,300,15500
"680",38560,"Elmwood","smith county",615,36.24,-85.88,1130,15500
"681",38563,"Gordonsville","smith county",615,36.18,-85.93,2250,15500
"682",38567,"Hickman","smith county",615,36.1,-85.9,750,15500
"683",38569,"Lancaster","smith county",615,36.09,-85.85,290,15500
"684",38541,"Allons","overton county",NA,36.51,-85.32,1250,15194
"685",38542,"Allred","overton county",931,36.32,-85.2,31,15194
"686",38543,"Alpine","overton county",931,36.36,-85.14,450,15194
"687",38554,"Crawford","overton county",931,36.24,-85.18,690,15194
"688",38568,"Hilham","overton county",NA,36.44,-85.47,1530,15194
"689",38570,"Livingston","overton county",931,36.38,-85.32,7690,15194
"690",38573,"Monroe","overton county",NA,36.45,-85.2,1760,15194
"691",38580,"Rickman","overton county",931,36.29,-85.3,1700,15194
"692",38589,"Wilder","overton county",931,36.26,-85.08,93,15194
"693",37307,"Benton","polk county",423,35.17,-84.65,4180,14833
"694",37316,"Conasauga","polk county",423,35,-84.73,55,14833
"695",37317,"Copperhill","polk county",423,34.99,-84.37,1850,14833
"696",37325,"Delano","polk county",NA,35.25,-84.62,1440,14833
"697",37326,"Ducktown","polk county",423,35.03,-84.38,818,14833
"698",37333,"Farner","polk county",423,35.14,-84.32,380,14833
"699",37361,"Ocoee","polk county",423,35.1,-84.7,1420,14833
"700",37362,"Old Fort","polk county",NA,35.04,-84.64,2900,14833
"701",37369,"Reliance","polk county",423,35.18,-84.56,710,14833
"702",37391,"Turtletown","polk county",423,35.12,-84.35,1080,14833
"703",38012,"Brownsville","haywood county",731,35.59,-89.25,12610,14720
"704",38069,"Stanton","haywood county",731,35.46,-89.4,2110,14720
"705",37650,"Erwin","unicoi county",423,36.14,-82.41,9760,14320
"706",37657,"Flag Pond","unicoi county",423,36.01,-82.56,660,14320
"707",37692,"Unicoi","unicoi county",423,36.19,-82.35,3900,14320
"708",37640,"Butler","johnson county",423,36.31,-82,2600,13050
"709",37680,"Laurel Bloomery","johnson county",423,36.58,-81.73,540,13050
"710",37683,"Mountain City","johnson county",423,36.47,-81.8,8500,13050
"711",37688,"Shady Valley","johnson county",423,36.51,-81.92,770,13050
"712",37691,"Trade","johnson county",423,36.34,-81.74,640,13050
"713",38221,"Big Sandy","benton county",731,36.23,-88.08,2380,13050
"714",38320,"Camden","benton county",731,36.06,-88.1,8620,13050
"715",38333,"Eva","benton county",731,36.11,-87.99,380,13050
"716",38341,"Holladay","benton county",NA,35.89,-88.07,1670,13050
"717",38001,"Alamo","crockett county",731,35.78,-89.11,3750,12935
"718",38006,"Bells","crockett county",731,35.71,-89.08,4580,12935
"719",38021,"Crockett Mills","crockett county",731,35.88,-89.16,180,12935
"720",38034,"Friendship","crockett county",731,35.91,-89.24,2400,12935
"721",38050,"Maury City","crockett county",731,35.83,-89.23,785,12935
"722",38336,"Fruitvale","crockett county",731,35.72,-89.06,0,12935
"723",38337,"Gadsden","crockett county",731,35.79,-89.01,1240,12935
"724",38504,"Allardt","fentress county",931,36.38,-84.88,1080,12790
"725",38553,"Clarkrange","fentress county",931,36.21,-84.96,1910,12790
"726",38556,"Jamestown","fentress county",931,36.43,-84.93,8860,12790
"727",38565,"Grimsley","fentress county",931,36.25,-85.03,940,12790
"728",37779,"Luttrell","union county",865,36.2,-83.74,3100,12330
"729",37807,"Maynardville","union county",865,36.24,-83.8,7810,12330
"730",37866,"Sharps Chapel","union county",865,36.34,-83.8,1420,12330
"731",37016,"Auburntown","cannon county",NA,35.94,-86.09,760,12050
"732",37026,"Bradyville","cannon county",615,35.69,-86.1,1940,12050
"733",37149,"Readyville","cannon county",NA,35.8,-86.19,2140,12050
"734",37190,"Woodbury","cannon county",931,35.82,-86.07,7210,12050
"735",37719,"Coalfield","morgan county",423,36.02,-84.43,532,11954
"736",37726,"Deer Lodge","morgan county",423,36.21,-84.83,1460,11954
"737",37733,"Rugby","morgan county",423,36.35,-84.7,40,11954
"738",37770,"Lancing","morgan county",423,36.15,-84.69,2080,11954
"739",37829,"Oakdale","morgan county",423,36.01,-84.64,1460,11954
"740",37845,"Petros","morgan county",423,36.09,-84.44,532,11954
"741",37872,"Sunbright","morgan county",423,36.24,-84.67,1680,11954
"742",37887,"Wartburg","morgan county",423,36.1,-84.58,4170,11954
"743",37301,"Altamont","grundy county",931,35.42,-85.72,1360,11940
"744",37305,"Beersheba Springs","grundy county",931,35.45,-85.67,590,11940
"745",37313,"Coalmont","grundy county",931,35.33,-85.71,1000,11940
"746",37339,"Gruetli Laager","grundy county",931,35.38,-85.63,1490,11940
"747",37356,"Monteagle","grundy county",931,35.24,-85.84,2150,11940
"748",37365,"Palmer","grundy county",931,35.35,-85.56,1170,11940
"749",37366,"Pelham","grundy county",931,35.32,-85.78,800,11940
"750",37387,"Tracy City","grundy county",931,35.25,-85.75,3380,11940
"751",38425,"Clifton","wayne county",931,35.38,-87.99,1450,11900
"752",38450,"Collinwood","wayne county",931,35.17,-87.74,2090,11900
"753",38452,"Cypress Inn","wayne county",931,35.05,-87.79,800,11900
"754",38463,"Iron City","wayne county",NA,35.02,-87.58,2170,11900
"755",38471,"Lutts","wayne county",931,35.11,-87.9,410,11900
"756",38485,"Waynesboro","wayne county",931,35.32,-87.75,4980,11900
"757",38332,"Enville","chester county",NA,35.38,-88.42,920,11860
"758",38340,"Henderson","chester county",731,35.44,-88.64,10120,11860
"759",38347,"Jacks Creek","chester county",731,35.48,-88.5,340,11860
"760",38352,"Luray","chester county",731,35.53,-88.53,480,11860
"761",37023,"Big Rock","stewart county",931,36.59,-87.78,1540,11360
"762",37028,"Bumpus Mills","stewart county",931,36.62,-87.85,520,11360
"763",37050,"Cumberland City","stewart county",931,36.38,-87.64,1430,11360
"764",37058,"Dover","stewart county",931,36.48,-87.84,5760,11360
"765",37079,"Indian Mound","stewart county",NA,36.47,-87.66,2110,11360
"766",37327,"Dunlap","sequatchie county",423,35.37,-85.38,10060,10060
"767",37322,"Decatur","meigs county",423,35.52,-84.79,6870,9750
"768",37880,"Ten Mile","meigs county",NA,35.66,-84.66,2880,9750
"769",38311,"Bath Springs","decatur county",931,35.44,-88.1,660,8300
"770",38329,"Decaturville","decatur county",731,35.58,-88.11,2630,8300
"771",38363,"Parsons","decatur county",731,35.65,-88.12,4620,8300
"772",38380,"Sugar Tree","decatur county",NA,35.79,-88.02,390,8300
"773",38462,"Hohenwald","lewis county",931,35.55,-87.55,8280,8280
"774",37367,"Pikeville","bledsoe county",423,35.6,-85.19,7280,7280
"775",38545,"Bloomington Springs","jackson county",931,36.22,-85.66,1030,6860
"776",38562,"Gainesboro","jackson county",931,36.36,-85.65,4650,6860
"777",38564,"Granville","jackson county",931,36.27,-85.74,400,6860
"778",38588,"Whitleyville","jackson county",931,36.48,-85.7,780,6860
"779",37061,"Erin","houston county",931,36.31,-87.7,4050,6750
"780",37175,"Stewart","houston county",931,36.32,-87.89,790,6750
"781",37178,"Tennessee Ridge","houston county",931,36.31,-87.76,1910,6750
"782",37096,"Linden","perry county",931,35.61,-87.84,4590,6210
"783",37097,"Lobelville","perry county",931,35.75,-87.79,1620,6210
"784",37074,"Hartsville","trousdale county",615,36.39,-86.15,6070,6070
"785",38077,"Wynnburg","lake county",731,36.33,-89.47,95,4515
"786",38079,"Tiptonville","lake county",731,36.37,-89.47,2450,4515
"787",38080,"Ridgely","lake county",731,36.26,-89.48,1970,4515
"788",38551,"Celina","clay county",931,36.54,-85.5,3220,4180
"789",38575,"Moss","clay county",931,36.59,-85.68,960,4180
"790",38549,"Byrdstown","pickett county",931,36.57,-85.13,3110,4020
"791",38577,"Pall Mall","pickett county",NA,36.56,-84.95,910,4020
"792",37765,"Kyles Ford","hancock county",423,36.57,-83.06,390,4010
"793",37869,"Sneedville","hancock county",423,36.53,-83.21,3620,4010
"794",38585,"Spencer","van buren county",423931,35.74,-85.45,3180,3180
"795",37352,"Lynchburg","moore county",931,35.28,-86.35,2840,2840
