"","zip","gross_income","num_dependents","adj_gross_income","total_income_returns","total_income_amount","taxes_paid_returns","taxes_paid_amount"
"440",37096,"$100,000 under $200,000",110,15637,120,15927,70,355
"441",37096,"$200,000 or more",0,11348,20,11348,0,0
"442",37097,"Total",500,31625,790,31957,100,288
"443",37097,"$1 under $25,000",180,4411,360,4480,0,0
"444",37097,"$25,000 under $50,000",150,8014,230,8129,30,33
"445",37097,"$50,000 under $75,000",90,6297,100,6354,40,116
"446",37097,"$75,000 under $100,000",50,4351,50,4442,0,0
"447",37097,"$100,000 under $200,000",30,8552,50,8552,30,139
"448",37097,"$200,000 or more",0,0,0,0,0,0
"449",37098,"Total",1620,81145,2180,82100,210,589
"450",37098,"$1 under $25,000",670,12683,1000,12949,0,0
"451",37098,"$25,000 under $50,000",470,22146,630,22371,80,145
"452",37098,"$50,000 under $75,000",250,18211,300,18392,60,178
"453",37098,"$75,000 under $100,000",140,12303,140,12409,30,87
"454",37098,"$100,000 under $200,000",90,15802,110,15979,40,179
"455",37098,"$200,000 or more",0,0,0,0,0,0
"456",37101,"Total",1770,125631,2600,127088,340,1172
"457",37101,"$1 under $25,000",530,13632,1090,13891,40,86
"458",37101,"$25,000 under $50,000",530,24940,690,25185,70,128
"459",37101,"$50,000 under $75,000",290,23515,380,23688,80,203
"460",37101,"$75,000 under $100,000",220,18924,220,19077,60,210
"461",37101,"$100,000 under $200,000",200,23973,190,24600,90,545
"462",37101,"$200,000 or more",0,20647,30,20647,0,0
"463",37110,"Total",9410,504377,12710,513309,1140,4035
"464",37110,"$1 under $25,000",3720,75372,5990,76791,130,228
"465",37110,"$25,000 under $50,000",2920,125151,3500,126511,250,536
"466",37110,"$50,000 under $75,000",1270,97793,1600,98889,230,660
"467",37110,"$75,000 under $100,000",800,73247,850,74021,180,660
"468",37110,"$100,000 under $200,000",570,80040,630,81917,250,1175
"469",37110,"$200,000 or more",130,52774,140,55180,100,776
"470",37115,"Total",13810,620654,18310,627746,2380,7326
"471",37115,"$1 under $25,000",5950,117110,8810,119140,290,612
"472",37115,"$25,000 under $50,000",5560,215130,6090,216877,850,1916
"473",37115,"$50,000 under $75,000",1400,117066,1940,118159,580,1621
"474",37115,"$75,000 under $100,000",480,67475,790,68124,300,1112
"475",37115,"$100,000 under $200,000",370,77744,610,78743,300,1498
"476",37115,"$200,000 or more",50,26129,70,26703,60,567
"477",37118,"Total",400,39322,580,39711,150,762
"478",37118,"$1 under $25,000",60,1957,180,2002,30,62
"479",37118,"$25,000 under $50,000",90,4435,120,4470,0,0
"480",37118,"$50,000 under $75,000",70,5811,90,5896,40,176
"481",37118,"$75,000 under $100,000",60,5787,70,5787,0,0
"482",37118,"$100,000 under $200,000",90,11759,90,11983,60,284
"483",37118,"$200,000 or more",30,9573,30,9573,20,240
"484",37122,"Total",16320,1813406,24920,1840891,7940,34401
"485",37122,"$1 under $25,000",2010,82572,7180,84877,430,969
"486",37122,"$25,000 under $50,000",2720,179471,4880,182532,980,2557
"487",37122,"$50,000 under $75,000",2780,229816,3700,233345,1360,4280
"488",37122,"$75,000 under $100,000",2820,284602,3270,288264,1430,5460
"489",37122,"$100,000 under $200,000",4980,650086,4880,658707,2940,14270
"490",37122,"$200,000 or more",1010,386859,1010,393166,800,6865
"491",37127,"Total",5230,456851,8050,463155,1910,7967
"492",37127,"$1 under $25,000",970,34637,2840,35366,150,337
"493",37127,"$25,000 under $50,000",1220,67857,1870,68758,320,816
"494",37127,"$50,000 under $75,000",980,77196,1250,78342,410,1272
"495",37127,"$75,000 under $100,000",880,77426,890,78139,350,1398
"496",37127,"$100,000 under $200,000",1020,131712,1020,133075,540,2849
"497",37127,"$200,000 or more",160,68023,180,69475,140,1295
"498",37128,"Total",16000,1347717,22790,1365300,6230,25234
"499",37128,"$1 under $25,000",2010,79877,6550,81572,380,848
"500",37128,"$25,000 under $50,000",3660,219255,5910,222160,1150,2941
"501",37128,"$50,000 under $75,000",3140,241702,3910,244399,1250,3987
"502",37128,"$75,000 under $100,000",2890,238794,2760,241406,1150,4296
"503",37128,"$100,000 under $200,000",3740,419132,3220,423808,1950,10017
"504",37128,"$200,000 or more",560,148957,440,151955,350,3145
"505",37129,"Total",15560,1439145,23860,1458611,5690,25023
"506",37129,"$1 under $25,000",2910,96239,8070,98124,360,735
"507",37129,"$25,000 under $50,000",3420,209761,5750,212370,940,2470
"508",37129,"$50,000 under $75,000",2790,223189,3610,225828,1070,3337
"509",37129,"$75,000 under $100,000",2410,228021,2630,230917,1000,3925
"510",37129,"$100,000 under $200,000",3280,416070,3150,420906,1810,9486
"511",37129,"$200,000 or more",750,265865,650,270466,510,5070
"512",37130,"Total",14980,1124418,24900,1142247,3940,18946
"513",37130,"$1 under $25,000",5190,151785,12250,154445,320,650
"514",37130,"$25,000 under $50,000",4360,224842,6360,227228,670,1787
"515",37130,"$50,000 under $75,000",1830,147437,2410,149275,690,2339
"516",37130,"$75,000 under $100,000",1200,122626,1420,124129,580,2520
"517",37130,"$100,000 under $200,000",1780,253313,1900,257207,1210,6828
"518",37130,"$200,000 or more",620,224415,560,229963,470,4822
"519",37134,"Total",850,68001,1340,68549,200,603
"520",37134,"$1 under $25,000",220,5997,480,6091,20,37
"521",37134,"$25,000 under $50,000",210,11007,310,11113,30,55
"522",37134,"$50,000 under $75,000",150,14060,220,14186,60,156
"523",37134,"$75,000 under $100,000",120,13849,160,13937,30,76
"524",37134,"$100,000 under $200,000",150,23088,170,23222,60,279
"525",37134,"$200,000 or more",0,0,0,0,0,0
"526",37135,"Total",5120,529611,5580,538701,2730,13678
"527",37135,"$1 under $25,000",250,13206,1340,13632,90,260
"528",37135,"$25,000 under $50,000",450,25542,700,26332,210,665
"529",37135,"$50,000 under $75,000",570,38897,620,39963,300,1013
"530",37135,"$75,000 under $100,000",830,65651,750,66732,450,1838
"531",37135,"$100,000 under $200,000",2210,225760,1640,228775,1210,6235
"532",37135,"$200,000 or more",810,160555,530,163267,470,3667
"533",37137,"Total",710,36874,1040,37259,90,239
"534",37137,"$1 under $25,000",290,6109,500,6215,0,0
"535",37137,"$25,000 under $50,000",230,10417,290,10513,50,81
"536",37137,"$50,000 under $75,000",110,7793,130,7877,0,0
"537",37137,"$75,000 under $100,000",50,5835,70,5934,20,76
"538",37137,"$100,000 under $200,000",30,6720,50,6720,20,82
"539",37137,"$200,000 or more",0,0,0,0,0,0
"540",37138,"Total",6290,683628,11290,695406,2890,12880
"541",37138,"$1 under $25,000",1470,47187,3920,48261,230,503
"542",37138,"$25,000 under $50,000",1530,101814,2790,103148,530,1336
"543",37138,"$50,000 under $75,000",1180,111087,1800,112579,610,1932
"544",37138,"$75,000 under $100,000",770,92448,1060,93561,450,1814
"545",37138,"$100,000 under $200,000",1030,176384,1330,179003,750,3949
"546",37138,"$200,000 or more",310,154708,390,158854,320,3346
"547",37141,"Total",420,25839,560,26258,100,325
"548",37141,"$1 under $25,000",100,2616,200,2642,0,0
"549",37141,"$25,000 under $50,000",120,5221,150,5367,30,62
"550",37141,"$50,000 under $75,000",80,5446,90,5446,20,56
"551",37141,"$75,000 under $100,000",70,5876,70,6123,20,95
"552",37141,"$100,000 under $200,000",50,6680,50,6680,30,112
"553",37141,"$200,000 or more",0,0,0,0,0,0
"554",37142,"Total",520,33612,730,34044,110,421
"555",37142,"$1 under $25,000",150,3578,290,3632,0,0
"556",37142,"$25,000 under $50,000",130,6084,170,6161,30,77
"557",37142,"$50,000 under $75,000",110,8254,130,8355,30,93
"558",37142,"$75,000 under $100,000",50,5601,70,5661,20,73
"559",37142,"$100,000 under $200,000",80,10095,70,10235,30,178
"560",37142,"$200,000 or more",0,0,0,0,0,0
"561",37143,"Total",1120,101452,1880,103326,390,1513
"562",37143,"$1 under $25,000",220,7778,670,8016,30,60
"563",37143,"$25,000 under $50,000",260,15890,430,16182,70,181
"564",37143,"$50,000 under $75,000",200,19081,310,19338,90,251
"565",37143,"$75,000 under $100,000",180,16838,190,17135,60,249
"566",37143,"$100,000 under $200,000",220,30741,240,31531,120,586
"567",37143,"$200,000 or more",40,11124,40,11124,20,186
"568",37144,"Total",830,60499,1320,61133,120,479
"569",37144,"$1 under $25,000",220,6324,500,6451,0,0
"570",37144,"$25,000 under $50,000",280,14694,400,14840,40,67
"571",37144,"$50,000 under $75,000",170,13086,210,13224,40,135
"572",37144,"$75,000 under $100,000",80,10255,120,10318,0,0
"573",37144,"$100,000 under $200,000",80,16140,90,16300,40,277
"574",37144,"$200,000 or more",0,0,0,0,0,0
"575",37145,"Total",600,39354,900,39855,80,220
"576",37145,"$1 under $25,000",150,4293,350,4428,0,0
"577",37145,"$25,000 under $50,000",200,9454,260,9576,0,0
"578",37145,"$50,000 under $75,000",120,8823,140,8915,60,128
"579",37145,"$75,000 under $100,000",70,6245,70,6284,0,0
"580",37145,"$100,000 under $200,000",60,10539,80,10652,20,92
"581",37145,"$200,000 or more",0,0,0,0,0,0
"582",37146,"Total",2330,198777,3340,201834,870,3475
"583",37146,"$1 under $25,000",350,12113,1060,12349,50,108
"584",37146,"$25,000 under $50,000",440,26272,720,26660,130,318
"585",37146,"$50,000 under $75,000",440,33795,550,34236,180,567
"586",37146,"$75,000 under $100,000",420,36985,420,37314,160,586
"587",37146,"$100,000 under $200,000",590,67522,520,68300,290,1446
"588",37146,"$200,000 or more",90,22090,70,22975,60,450
"589",37148,"Total",7240,465330,10230,470887,1550,5620
"590",37148,"$1 under $25,000",2090,50697,4030,51470,140,265
"591",37148,"$25,000 under $50,000",2090,102035,2820,103071,360,851
"592",37148,"$50,000 under $75,000",1480,102414,1670,103413,370,1072
"593",37148,"$75,000 under $100,000",860,76617,900,77175,270,1018
"594",37148,"$100,000 under $200,000",660,89424,710,90592,340,1615
"595",37148,"$200,000 or more",60,44143,100,45166,70,799
"596",37149,"Total",650,51895,1060,52631,170,647
"597",37149,"$1 under $25,000",180,5070,400,5182,0,0
"598",37149,"$25,000 under $50,000",160,10534,290,10622,50,128
"599",37149,"$50,000 under $75,000",110,9773,160,9945,30,86
"600",37149,"$75,000 under $100,000",100,9009,100,9109,30,122
"601",37149,"$100,000 under $200,000",100,17509,110,17773,60,311
"602",37149,"$200,000 or more",0,0,0,0,0,0
"603",37150,"Total",1540,61276,1820,62335,120,348
"604",37150,"$1 under $25,000",780,12678,980,12947,0,0
"605",37150,"$25,000 under $50,000",410,16693,470,16886,40,64
"606",37150,"$50,000 under $75,000",200,12371,200,12517,30,78
"607",37150,"$75,000 under $100,000",100,9225,110,9415,30,85
"608",37150,"$100,000 under $200,000",50,10309,60,10570,20,121
"609",37150,"$200,000 or more",0,0,0,0,0,0
"610",37151,"Total",140,11272,250,11357,30,81
"611",37151,"$1 under $25,000",40,1132,100,1152,0,0
"612",37151,"$25,000 under $50,000",30,2181,60,2181,30,81
"613",37151,"$50,000 under $75,000",50,2275,40,2275,0,0
"614",37151,"$75,000 under $100,000",0,1892,20,1957,0,0
"615",37151,"$100,000 under $200,000",20,3792,30,3792,0,0
"616",37151,"$200,000 or more",0,0,0,0,0,0
"617",37153,"Total",1770,144391,2520,146350,610,2290
"618",37153,"$1 under $25,000",240,9483,820,9665,30,90
"619",37153,"$25,000 under $50,000",350,20022,540,20265,100,221
"620",37153,"$50,000 under $75,000",410,27657,440,28157,140,442
"621",37153,"$75,000 under $100,000",310,26543,310,26838,110,408
"622",37153,"$100,000 under $200,000",420,46848,360,47315,200,927
"623",37153,"$200,000 or more",40,13838,50,14110,30,202
"624",37160,"Total",12610,611419,14450,618992,1610,6369
"625",37160,"$1 under $25,000",4780,83800,6520,84868,210,407
"626",37160,"$25,000 under $50,000",4890,154775,4390,155838,400,879
"627",37160,"$50,000 under $75,000",1470,104704,1720,105774,330,1002
"628",37160,"$75,000 under $100,000",710,76442,890,77264,240,788
"629",37160,"$100,000 under $200,000",650,98588,770,100238,320,1617
"630",37160,"$200,000 or more",110,93110,160,95010,110,1676
"631",37166,"Total",4450,218717,5460,222154,510,1884
"632",37166,"$1 under $25,000",1950,34209,2600,34686,70,102
"633",37166,"$25,000 under $50,000",1320,54149,1520,54598,110,233
"634",37166,"$50,000 under $75,000",590,40581,660,41081,90,317
"635",37166,"$75,000 under $100,000",290,28864,330,29149,80,282
"636",37166,"$100,000 under $200,000",250,37238,290,38167,120,608
"637",37166,"$200,000 or more",50,23676,60,24473,40,342
"638",37167,"Total",18630,1334816,25660,1349176,4920,18070
"639",37167,"$1 under $25,000",4450,113391,8930,115325,360,736
"640",37167,"$25,000 under $50,000",6140,272688,7520,275508,1040,2525
"641",37167,"$50,000 under $75,000",3140,246302,4000,248575,1150,3389
"642",37167,"$75,000 under $100,000",2140,203990,2370,205865,850,3058
"643",37167,"$100,000 under $200,000",2440,325459,2520,328907,1310,6313
"644",37167,"$200,000 or more",320,172986,320,174996,210,2049
"645",37171,"Total",280,17443,420,17646,50,168
"646",37171,"$1 under $25,000",70,2224,180,2294,0,0
"647",37171,"$25,000 under $50,000",100,4092,110,4141,30,55
"648",37171,"$50,000 under $75,000",50,3787,60,3787,0,0
"649",37171,"$75,000 under $100,000",30,2987,40,3071,20,113
"650",37171,"$100,000 under $200,000",30,4353,30,4353,0,0
"651",37171,"$200,000 or more",0,0,0,0,0,0
"652",37172,"Total",12310,639789,14070,648198,2300,8988
"653",37172,"$1 under $25,000",3790,72426,5570,73604,220,488
"654",37172,"$25,000 under $50,000",4970,152286,4290,153464,490,1190
"655",37172,"$50,000 under $75,000",1680,116776,1900,117962,480,1586
"656",37172,"$75,000 under $100,000",930,93516,1090,94623,420,1643
"657",37172,"$100,000 under $200,000",780,131226,1020,133421,550,2842
"658",37172,"$200,000 or more",160,73559,200,75124,140,1239
"659",37174,"Total",12570,999312,15010,1013823,5000,20575
"660",37174,"$1 under $25,000",1180,45823,3950,46979,260,575
"661",37174,"$25,000 under $50,000",2210,116254,3120,118397,690,1754
"662",37174,"$50,000 under $75,000",2530,163679,2640,166295,1000,3090
"663",37174,"$75,000 under $100,000",2380,183547,2120,186004,970,3617
"664",37174,"$100,000 under $200,000",3650,359421,2740,363386,1730,8678
"665",37174,"$200,000 or more",620,130588,440,132762,350,2861
"666",37175,"Total",220,14049,370,14171,50,147
"667",37175,"$1 under $25,000",100,1923,160,1953,0,0
"668",37175,"$25,000 under $50,000",60,4053,110,4096,0,0
"669",37175,"$50,000 under $75,000",30,2663,40,2712,50,147
"670",37175,"$75,000 under $100,000",30,5410,60,5410,0,0
"671",37175,"$100,000 under $200,000",0,0,0,0,0,0
"672",37175,"$200,000 or more",0,0,0,0,0,0
"673",37178,"Total",620,38710,910,39062,110,409
"674",37178,"$1 under $25,000",220,5012,400,5094,0,0
"675",37178,"$25,000 under $50,000",160,8154,220,8230,30,66
"676",37178,"$50,000 under $75,000",90,8802,140,8842,30,97
"677",37178,"$75,000 under $100,000",80,7191,80,7243,20,85
"678",37178,"$100,000 under $200,000",70,9551,70,9653,30,161
"679",37178,"$200,000 or more",0,0,0,0,0,0
"680",37179,"Total",4490,439952,5530,447151,2030,9616
"681",37179,"$1 under $25,000",330,15650,1480,16025,80,171
"682",37179,"$25,000 under $50,000",630,36612,1000,37625,240,635
"683",37179,"$50,000 under $75,000",770,52164,830,53178,320,1013
"684",37179,"$75,000 under $100,000",780,62317,710,63079,350,1295
"685",37179,"$100,000 under $200,000",1580,165438,1220,167740,800,3933
"686",37179,"$200,000 or more",400,107771,290,109504,240,2569
"687",37180,"Total",1050,56682,1350,57245,160,467
"688",37180,"$1 under $25,000",240,6165,510,6299,0,0
"689",37180,"$25,000 under $50,000",320,14443,400,14544,50,107
"690",37180,"$50,000 under $75,000",260,14070,230,14170,40,120
"691",37180,"$75,000 under $100,000",140,9910,120,9978,30,70
"692",37180,"$100,000 under $200,000",90,12094,90,12254,40,170
"693",37180,"$200,000 or more",0,0,0,0,0,0
"694",37181,"Total",410,23752,590,24094,70,220
"695",37181,"$1 under $25,000",130,3078,250,3165,0,0
"696",37181,"$25,000 under $50,000",140,6244,170,6377,40,93
"697",37181,"$50,000 under $75,000",50,4113,70,4113,0,0
"698",37181,"$75,000 under $100,000",40,4384,50,4506,30,127
"699",37181,"$100,000 under $200,000",50,5933,50,5933,0,0
"700",37181,"$200,000 or more",0,0,0,0,0,0
"701",37183,"Total",870,69679,1360,70966,200,770
"702",37183,"$1 under $25,000",250,6471,510,6633,0,0
"703",37183,"$25,000 under $50,000",240,12707,350,12894,60,147
"704",37183,"$50,000 under $75,000",150,13202,210,13383,40,136
"705",37183,"$75,000 under $100,000",100,11876,140,12098,30,147
"706",37183,"$100,000 under $200,000",130,16646,130,17181,70,340
"707",37183,"$200,000 or more",0,8777,20,8777,0,0
"708",37184,"Total",1670,116849,2510,118565,380,1376
"709",37184,"$1 under $25,000",440,12280,960,12487,40,81
"710",37184,"$25,000 under $50,000",470,25945,710,26293,60,160
"711",37184,"$50,000 under $75,000",380,24454,400,24743,90,266
"712",37184,"$75,000 under $100,000",190,19452,220,19734,70,227
"713",37184,"$100,000 under $200,000",190,25457,200,26047,120,642
"714",37184,"$200,000 or more",0,9261,20,9261,0,0
"715",37185,"Total",2190,165321,3550,167745,490,1820
"716",37185,"$1 under $25,000",830,19950,1590,20281,30,59
"717",37185,"$25,000 under $50,000",540,30129,840,30489,100,221
"718",37185,"$50,000 under $75,000",350,29239,480,29487,90,236
"719",37185,"$75,000 under $100,000",210,24533,280,24724,90,287
"720",37185,"$100,000 under $200,000",230,40296,300,40880,150,699
"721",37185,"$200,000 or more",30,21174,60,21884,30,318
"722",37186,"Total",2860,139439,3790,141089,370,1145
"723",37186,"$1 under $25,000",1070,22104,1760,22489,40,58
"724",37186,"$25,000 under $50,000",850,38555,1070,38986,100,238
"725",37186,"$50,000 under $75,000",490,32490,530,32795,90,243
"726",37186,"$75,000 under $100,000",260,21536,250,21793,60,202
"727",37186,"$100,000 under $200,000",190,24754,180,25026,80,404
"728",37186,"$200,000 or more",0,0,0,0,0,0
"729",37187,"Total",2070,138311,3100,139928,460,1532
"730",37187,"$1 under $25,000",550,14495,1190,14786,50,77
"731",37187,"$25,000 under $50,000",560,31289,870,31646,110,247
"732",37187,"$50,000 under $75,000",460,31561,520,31816,110,308
"733",37187,"$75,000 under $100,000",280,23831,280,24055,80,316
"734",37187,"$100,000 under $200,000",220,26193,210,26683,110,584
"735",37187,"$200,000 or more",0,10942,30,10942,0,0
"736",37188,"Total",4870,356054,6750,360558,1690,6593
"737",37188,"$1 under $25,000",790,26008,2250,26591,100,253
"738",37188,"$25,000 under $50,000",1090,57673,1570,58435,310,865
"739",37188,"$50,000 under $75,000",1060,72854,1170,73618,400,1323
"740",37188,"$75,000 under $100,000",910,74999,870,75771,350,1323
"741",37188,"$100,000 under $200,000",950,103943,820,105301,480,2398
"742",37188,"$200,000 or more",70,20577,70,20842,50,431
"743",37189,"Total",1100,87506,1790,88515,450,1850
"744",37189,"$1 under $25,000",290,7470,620,7682,30,78
"745",37189,"$25,000 under $50,000",410,19934,550,20182,100,264
"746",37189,"$50,000 under $75,000",150,15159,250,15324,120,412
"747",37189,"$75,000 under $100,000",80,12803,150,12944,70,270
"748",37189,"$100,000 under $200,000",150,24865,190,25108,110,631
"749",37189,"$200,000 or more",20,7275,30,7275,20,195
